profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,nan,chrome 62.0,nan,desktop
Moto C Build/NRD90M.063 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto C Build/NRD90M.063,nan,chrome 64.0 for android,nan,mobile
Blade A510 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade A510 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-A500M Build/LRX22G | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-A500M Build/LRX22G,nan,chrome 62.0 for android,nan,mobile
SM-G950F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G950F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Hisense F23 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,Hisense F23 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
G3313 Build/43.0.A.5.79 | UnknownOS | chrome 64.0 for android | UnknownScreen,G3313 Build/43.0.A.5.79,nan,chrome 64.0 for android,nan,mobile
ALCATEL ONE TOUCH 7047A Build/JDQ39 | UnknownOS | chrome 63.0 for android | UnknownScreen,ALCATEL ONE TOUCH 7047A Build/JDQ39,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 10 | chrome 60.0 | 1920x1200,Windows,Windows 10,chrome 60.0,1920x1200,desktop
iOS Device | iOS 10.3.3 | mobile safari generic | 2048x1536,iOS Device,iOS 10.3.3,mobile safari generic,2048x1536,mobile
Windows | Windows 10 | chrome 64.0 | 1920x1080,Windows,Windows 10,chrome 64.0,1920x1080,desktop
Windows | UnknownOS | chrome 59.0 | UnknownScreen,Windows,nan,chrome 59.0,nan,desktop
Moto G Play Build/MPIS24.241-15.3-7 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto G Play Build/MPIS24.241-15.3-7,nan,chrome 64.0 for android,nan,mobile
Energy X 2 Build/E050L | UnknownOS | chrome 64.0 for android | UnknownScreen,Energy X 2 Build/E050L,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 10.1.1 | mobile safari generic | 2208x1242,iOS Device,iOS 10.1.1,mobile safari generic,2208x1242,mobile
C6906 Build/14.6.A.1.236 | UnknownOS | chrome 64.0 for android | UnknownScreen,C6906 Build/14.6.A.1.236,nan,chrome 64.0 for android,nan,mobile
LG-H650 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H650 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
Nexus 5 Build/M4B30Z | UnknownOS | chrome 64.0 for android | UnknownScreen,Nexus 5 Build/M4B30Z,nan,chrome 64.0 for android,nan,mobile
Windows | Windows 10 | chrome 64.0 | 1280x1025,Windows,Windows 10,chrome 64.0,1280x1025,desktop
SM-J110M Build/LMY48B | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J110M Build/LMY48B,nan,chrome 64.0 for android,nan,mobile
Hisense F20 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,Hisense F20 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
Hisense F102 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,Hisense F102 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
E5606 | UnknownOS | chrome 64.0 for android | UnknownScreen,E5606,nan,chrome 64.0 for android,nan,mobile
Moto | UnknownOS | chrome generic | UnknownScreen,Moto,nan,chrome generic,nan,mobile
Moto G Play Build/NPI26.48-36 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto G Play Build/NPI26.48-36,nan,chrome 64.0 for android,nan,mobile
Lenovo TB3-710I Build/LMY47I | UnknownOS | chrome 46.0 for android | UnknownScreen,Lenovo TB3-710I Build/LMY47I,nan,chrome 46.0 for android,nan,mobile
5017A | UnknownOS | chrome 64.0 for android | UnknownScreen,5017A,nan,chrome 64.0 for android,nan,mobile
HTC One A9s Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,HTC One A9s Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-A720F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A720F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
rv:58.0 | Mac OS X 10.12 | firefox 58.0 | 1440x900,rv:58.0,Mac OS X 10.12,firefox 58.0,1440x900,desktop
Moto G Play Build/NPIS26.48-36-2 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto G Play Build/NPIS26.48-36-2,nan,chrome 64.0 for android,nan,mobile
SM-G532M Build/MMB29T | UnknownOS | chrome 50.0 for android | UnknownScreen,SM-G532M Build/MMB29T,nan,chrome 50.0 for android,nan,mobile
Windows | Windows 10 | chrome 64.0 | 3840x2160,Windows,Windows 10,chrome 64.0,3840x2160,desktop
SM-J105B Build/LMY47V | UnknownOS | chrome 59.0 for android | UnknownScreen,SM-J105B Build/LMY47V,nan,chrome 59.0 for android,nan,mobile
SM-T710 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-T710 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Vivo | UnknownOS | chrome 64.0 for android | UnknownScreen,Vivo,nan,chrome 64.0 for android,nan,mobile
Blade V6 Build/LRX22G | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade V6 Build/LRX22G,nan,chrome 64.0 for android,nan,mobile
Windows | Windows 7 | chrome 64.0 | UnknownScreen,Windows,Windows 7,chrome 64.0,nan,desktop
SM-J500M Build/LMY48B | UnknownOS | android browser 4.0 | UnknownScreen,SM-J500M Build/LMY48B,nan,android browser 4.0,nan,mobile
SM-J500M Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J500M Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
E2306 Build/26.1.A.3.111 | UnknownOS | chrome 64.0 for android | UnknownScreen,E2306 Build/26.1.A.3.111,nan,chrome 64.0 for android,nan,mobile
XT1064 Build/MPB24.65-34-3 | UnknownOS | chrome 61.0 for android | UnknownScreen,XT1064 Build/MPB24.65-34-3,nan,chrome 61.0 for android,nan,mobile
ALCATEL ONE TOUCH 5036A Build/JDQ39 | UnknownOS | chrome 63.0 for android | UnknownScreen,ALCATEL ONE TOUCH 5036A Build/JDQ39,nan,chrome 63.0 for android,nan,mobile
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,nan,chrome 64.0 for android,nan,mobile
rv:43.0 | UnknownOS | firefox | UnknownScreen,rv:43.0,nan,firefox,nan,desktop
TA-1038 Build/NMF26O | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1038 Build/NMF26O,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 10.3.1 | mobile safari generic | 2208x1242,iOS Device,iOS 10.3.1,mobile safari generic,2208x1242,mobile
HTCD160LVWPP | UnknownOS | chrome 64.0 for android | UnknownScreen,HTCD160LVWPP,nan,chrome 64.0 for android,nan,mobile
HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,nan,chrome 64.0 for android,nan,mobile
UnknownDevice | UnknownOS | firefox 58.0 | UnknownScreen,nan,nan,firefox 58.0,nan,desktop
Lenovo TB3-710F Build/LRX21M | UnknownOS | chrome 55.0 for android | UnknownScreen,Lenovo TB3-710F Build/LRX21M,nan,chrome 55.0 for android,nan,mobile
XT1650 Build/NPLS26.118-20-5-11 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1650 Build/NPLS26.118-20-5-11,nan,chrome 64.0 for android,nan,mobile
Blade A460 Build/LMY47O | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade A460 Build/LMY47O,nan,chrome 64.0 for android,nan,mobile
Hisense L675 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Hisense L675 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
Windows | Windows 7 | chrome 64.0 | 1440x900,Windows,Windows 7,chrome 64.0,1440x900,desktop
5015A Build/LMY47I | UnknownOS | chrome 64.0 for android | UnknownScreen,5015A Build/LMY47I,nan,chrome 64.0 for android,nan,mobile
Moto G (4) Build/NPJ25.93-14.7 | UnknownOS | samsung browser 6.2 | UnknownScreen,Moto G (4) Build/NPJ25.93-14.7,nan,samsung browser 6.2,nan,mobile
SM-J700M Build/LMY48B | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J700M Build/LMY48B,nan,chrome 64.0 for android,nan,mobile
4047A Build/NRD90M | UnknownOS | chrome 56.0 for android | UnknownScreen,4047A Build/NRD90M,nan,chrome 56.0 for android,nan,mobile
F8331 Build/41.2.A.7.76 | UnknownOS | chrome 64.0 for android | UnknownScreen,F8331 Build/41.2.A.7.76,nan,chrome 64.0 for android,nan,mobile
SM-G532M Build/MMB29T | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G532M Build/MMB29T,nan,chrome 64.0 for android,nan,mobile
SM-G900M Build/LRX21T | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G900M Build/LRX21T,nan,chrome 64.0 for android,nan,mobile
F5121 Build/34.3.A.0.238 | UnknownOS | chrome 64.0 for android | UnknownScreen,F5121 Build/34.3.A.0.238,nan,chrome 64.0 for android,nan,mobile
orbis | UnknownOS | chrome 64.0 for android | UnknownScreen,orbis,nan,chrome 64.0 for android,nan,mobile
E6553 | UnknownOS | chrome 64.0 for android | UnknownScreen,E6553,nan,chrome 64.0 for android,nan,mobile
LG-D693n Build/LRX22G | UnknownOS | chrome 57.0 for android | UnknownScreen,LG-D693n Build/LRX22G,nan,chrome 57.0 for android,nan,mobile
SM-G550T1 Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G550T1 Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
Hisense F20 Build/MMB29M | UnknownOS | chrome 59.0 for android | UnknownScreen,Hisense F20 Build/MMB29M,nan,chrome 59.0 for android,nan,mobile
Blade V580 Build/LMY47D | UnknownOS | chrome 58.0 for android | UnknownScreen,Blade V580 Build/LMY47D,nan,chrome 58.0 for android,nan,mobile
Windows | Windows 8.1 | ie 11.0 for desktop | 1366x768,Windows,Windows 8.1,ie 11.0 for desktop,1366x768,desktop
SM-G355M Build/KOT49H | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G355M Build/KOT49H,nan,chrome 64.0 for android,nan,mobile
5011A Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,5011A Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-N950F Build/NMF26X | UnknownOS | chrome 59.0 for android | UnknownScreen,SM-N950F Build/NMF26X,nan,chrome 59.0 for android,nan,mobile
Windows | Windows 10 | chrome 64.0 | 2560x1080,Windows,Windows 10,chrome 64.0,2560x1080,desktop
HUAWEI G7-L03 Build/HuaweiG7-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI G7-L03 Build/HuaweiG7-L03,nan,chrome 64.0 for android,nan,mobile
UnknownDevice | UnknownOS | safari generic | 2048x1536,nan,nan,safari generic,2048x1536,desktop
ALUMINI | UnknownOS | chrome 43.0 for android | UnknownScreen,ALUMINI,nan,chrome 43.0 for android,nan,mobile
SGH-I337M | UnknownOS | chrome 64.0 for android | UnknownScreen,SGH-I337M,nan,chrome 64.0 for android,nan,mobile
ALP-L09 Build/HUAWEIALP-L09 | UnknownOS | samsung browser 6.2 | UnknownScreen,ALP-L09 Build/HUAWEIALP-L09,nan,samsung browser 6.2,nan,mobile
SM-J701M Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J701M Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-G928V Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G928V Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
9008A Build/NRD90M | UnknownOS | chrome 55.0 for android | UnknownScreen,9008A Build/NRD90M,nan,chrome 55.0 for android,nan,mobile
SM-G531H Build/LMY48B | UnknownOS | chrome 46.0 for android | UnknownScreen,SM-G531H Build/LMY48B,nan,chrome 46.0 for android,nan,mobile
XT1580 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1580,nan,chrome 64.0 for android,nan,mobile
XT1635-02 Build/NPN26.118-22-2 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1635-02 Build/NPN26.118-22-2,nan,chrome 64.0 for android,nan,mobile
XT1064 Build/MPB24.65-34-3 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1064 Build/MPB24.65-34-3,nan,chrome 64.0 for android,nan,mobile
LG-M710 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-M710 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
LG-K200 Build/MXB48T | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-K200 Build/MXB48T,nan,chrome 64.0 for android,nan,mobile
rv:59.0 | UnknownOS | firefox | UnknownScreen,rv:59.0,nan,firefox,nan,desktop
BLU STUDIO C 5+5 Build/LRX21M | UnknownOS | chrome 64.0 for android | UnknownScreen,BLU STUDIO C 5+5 Build/LRX21M,nan,chrome 64.0 for android,nan,mobile
LG-H500 Build/LRX21Y | UnknownOS | chrome 60.0 for android | UnknownScreen,LG-H500 Build/LRX21Y,nan,chrome 60.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 1334x750,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,mobile
G3313 | UnknownOS | chrome 63.0 for android | UnknownScreen,G3313,nan,chrome 63.0 for android,nan,mobile
LG-X230 Build/MRA58K | UnknownOS | chrome 56.0 for android | UnknownScreen,LG-X230 Build/MRA58K,nan,chrome 56.0 for android,nan,mobile
M4 | UnknownOS | chrome 64.0 for android | UnknownScreen,M4,nan,chrome 64.0 for android,nan,mobile
LG-M250 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-M250 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
SM-G550T Build/MMB29K | Android 6.0.1 | chrome 64.0 for android | 1280x720,SM-G550T Build/MMB29K,Android 6.0.1,chrome 64.0 for android,1280x720,mobile
LG-H520 | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H520,nan,chrome 64.0 for android,nan,mobile
SM-A510M Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A510M Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
SAMSUNG-SM-G920A Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
Hisense T963 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Hisense T963 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-J200H | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J200H,nan,chrome 63.0 for android,nan,mobile
Android | UnknownOS | UnknownBrowser | UnknownScreen,Android,nan,nan,nan,mobile
Mi | UnknownOS | chrome 64.0 for android | UnknownScreen,Mi,nan,chrome 64.0 for android,nan,mobile
XT1053 Build/LPAS23.12-21.7-1 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1053 Build/LPAS23.12-21.7-1,nan,chrome 64.0 for android,nan,mobile
LOGIC | UnknownOS | android webview 4.0 | UnknownScreen,LOGIC,nan,android webview 4.0,nan,mobile
SAMSUNG-SM-J320AZ | UnknownOS | chrome 64.0 for android | UnknownScreen,SAMSUNG-SM-J320AZ,nan,chrome 64.0 for android,nan,mobile
Z981 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,Z981 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
es-us | UnknownOS | android browser 4.0 | UnknownScreen,es-us,nan,android browser 4.0,nan,mobile
Windows | Windows 10 | chrome 64.0 | 1366x768,Windows,Windows 10,chrome 64.0,1366x768,desktop
SM-G610M Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G610M Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Lenovo | UnknownOS | chrome 64.0 for android | UnknownScreen,Lenovo,nan,chrome 64.0 for android,nan,mobile
GT-I9060M Build/KTU84P | UnknownOS | chrome 64.0 for android | UnknownScreen,GT-I9060M Build/KTU84P,nan,chrome 64.0 for android,nan,mobile
SM-J120H Build/LMY47V | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J120H Build/LMY47V,nan,chrome 64.0 for android,nan,mobile
SAMSUNG SM-G935A Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-G935A Build/NRD90M,nan,samsung browser 6.2,nan,mobile
AERIAL | UnknownOS | chrome 64.0 for android | UnknownScreen,AERIAL,nan,chrome 64.0 for android,nan,mobile
Windows | Windows 7 | chrome 64.0 | 1600x900,Windows,Windows 7,chrome 64.0,1600x900,desktop
rv:58.0 | Windows 8.1 | firefox 58.0 | 1366x768,rv:58.0,Windows 8.1,firefox 58.0,1366x768,desktop
LG-H840 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H840 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
S70V | UnknownOS | chrome generic | UnknownScreen,S70V,nan,chrome generic,nan,desktop
Linux | UnknownOS | chromium | UnknownScreen,Linux,nan,chromium,nan,desktop
8062 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,8062 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-G928V | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G928V,nan,chrome 64.0 for android,nan,mobile
MacOS | Mac OS X 10_13_3 | chrome 64.0 | 2560x1600,MacOS,Mac OS X 10_13_3,chrome 64.0,2560x1600,desktop
Moto E (4) Build/NMA26.42-11-3 | UnknownOS | chrome generic | UnknownScreen,Moto E (4) Build/NMA26.42-11-3,nan,chrome generic,nan,desktop
UnknownDevice | Linux | chrome 64.0 | UnknownScreen,nan,Linux,chrome 64.0,nan,desktop
SM-T230 Build/KOT49H | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-T230 Build/KOT49H,nan,chrome 64.0 for android,nan,mobile
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1440x900,MacOS,Mac OS X 10_11_6,chrome 64.0,1440x900,desktop
iris 870 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,iris 870 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
XT1008 Build/LPBS23.13-56-2 | UnknownOS | chrome 63.0 for android | UnknownScreen,XT1008 Build/LPBS23.13-56-2,nan,chrome 63.0 for android,nan,mobile
XT1572 Build/NPHS25.200-15-8 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1572 Build/NPHS25.200-15-8,nan,chrome 64.0 for android,nan,mobile
MacOS | Mac OS X 10_12_6 | chrome 64.0 | 2560x1600,MacOS,Mac OS X 10_12_6,chrome 64.0,2560x1600,desktop
SAMSUNG SM-J120H Build/LMY47V | UnknownOS | other | UnknownScreen,SAMSUNG SM-J120H Build/LMY47V,nan,other,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 2048x1536,iOS Device,iOS 11.2.5,mobile safari generic,2048x1536,mobile
Mi A1 Build/N2G47H | UnknownOS | chrome 64.0 for android | UnknownScreen,Mi A1 Build/N2G47H,nan,chrome 64.0 for android,nan,mobile
ZTE BLADE V8 MINI Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,ZTE BLADE V8 MINI Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
TA-1044 | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1044,nan,chrome 64.0 for android,nan,mobile
Y635-L03 Build/HuaweiY635-L03 | UnknownOS | chrome 50.0 for android | UnknownScreen,Y635-L03 Build/HuaweiY635-L03,nan,chrome 50.0 for android,nan,mobile
SM-A320Y | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A320Y,nan,chrome 64.0 for android,nan,mobile
LG-M400 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-M400 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
Windows NT 6.1 | UnknownOS | ie | UnknownScreen,Windows NT 6.1,nan,ie,nan,desktop
iOS Device | iOS 11.2.5 | mobile safari generic | 1136x640,iOS Device,iOS 11.2.5,mobile safari generic,1136x640,mobile
MacOS | Mac OS X 10_11_6 | safari generic | 2880x1800,MacOS,Mac OS X 10_11_6,safari generic,2880x1800,desktop
SM-S727VL Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-S727VL Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
SAMSUNG SM-J510MN Build/MMB29M | UnknownOS | other | UnknownScreen,SAMSUNG SM-J510MN Build/MMB29M,nan,other,nan,mobile
G8141 | UnknownOS | chrome 64.0 for android | UnknownScreen,G8141,nan,chrome 64.0 for android,nan,mobile
SM-A500M Build/KTU84P | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A500M Build/KTU84P,nan,chrome 64.0 for android,nan,mobile
F5121 Build/34.3.A.0.238 | UnknownOS | android webview 4.0 | UnknownScreen,F5121 Build/34.3.A.0.238,nan,android webview 4.0,nan,mobile
5012G Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,5012G Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
TA-1025 Build/NMF26F | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1025 Build/NMF26F,nan,chrome 64.0 for android,nan,mobile
Moto E (4) Plus Build/NMA26.42-11-3 | UnknownOS | chrome generic | UnknownScreen,Moto E (4) Plus Build/NMA26.42-11-3,nan,chrome generic,nan,desktop
B3-A40 | UnknownOS | chrome 64.0 for android | UnknownScreen,B3-A40,nan,chrome 64.0 for android,nan,mobile
CHC-U03 Build/HuaweiCHC-U03 | UnknownOS | chrome generic | UnknownScreen,CHC-U03 Build/HuaweiCHC-U03,nan,chrome generic,nan,desktop
G3223 Build/42.0.A.4.101 | UnknownOS | chrome 64.0 for android | UnknownScreen,G3223 Build/42.0.A.4.101,nan,chrome 64.0 for android,nan,mobile
XT1063 Build/MPB24.65-34 | UnknownOS | chrome 64.0 for android | UnknownScreen,XT1063 Build/MPB24.65-34,nan,chrome 64.0 for android,nan,mobile
SM-T110 Build/JDQ39 | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-T110 Build/JDQ39,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 2224x1668,iOS Device,iOS 11.2.5,mobile safari generic,2224x1668,mobile
SAMSUNG SM-N950F Build/NMF26X | UnknownOS | samsung browser generic | UnknownScreen,SAMSUNG SM-N950F Build/NMF26X,nan,samsung browser generic,nan,mobile
LG-H870 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H870 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
LG-D693n | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-D693n,nan,chrome 64.0 for android,nan,mobile
SM-G900M Build/LRX21T | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G900M Build/LRX21T,nan,chrome 62.0 for android,nan,mobile
SAMSUNG SM-J701M Build/NRD90M | UnknownOS | samsung browser generic | UnknownScreen,SAMSUNG SM-J701M Build/NRD90M,nan,samsung browser generic,nan,mobile
H1711 Build/HUAWEIH1711 | UnknownOS | chrome 64.0 for android | UnknownScreen,H1711 Build/HUAWEIH1711,nan,chrome 64.0 for android,nan,mobile
SAMSUNG SM-G930P Build/NRD90M | Android 7.0 | samsung browser generic | 1920x1080,SAMSUNG SM-G930P Build/NRD90M,Android 7.0,samsung browser generic,1920x1080,mobile
GT-S5310L | UnknownOS | chrome 55.0 for android | UnknownScreen,GT-S5310L,nan,chrome 55.0 for android,nan,mobile
VS5012 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,VS5012 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
